blockNum	trialNum	condition	pWin1	pWin2	optimalResponse	preStimulusDelay	responded	response	rt	preFeedbackDelay	outcome	optimal
1	1	2	0.1	0.6	2	0.4010334062423962	1	1	1.417308200150728	0.4575126400658381	2	0
1	2	2	0.1	0.6	2	0.5044052402791462	1	1	0.5082706999965012	0.5459098694864195	2	0
1	3	2	0.1	0.6	2	0.4421817822397941	1	1	1.003790799994022	0.5772032322551578	1	0
1	4	2	0.1	0.6	2	0.4184747885107705	1	2	0.6324179000221193	0.4998455441108554	1	1
1	5	2	0.1	0.6	2	0.5407860803781172	0	n/a	n/a	n/a	n/a	n/a
1	6	2	0.1	0.6	2	0.4403567893803763	1	1	0.487824599724263	0.4408685924943336	1	0
1	7	2	0.1	0.6	2	0.5699998998513788	1	1	0.3180672000162303	0.4002300917343323	2	0
1	8	2	0.1	0.6	2	0.408858331446574	1	1	0.3566431002691388	0.4778083066740491	2	0
1	9	2	0.1	0.6	2	0.5809525975206613	1	2	0.26792800007388	0.5937469796424552	2	1
1	10	2	0.1	0.6	2	0.4334053686520075	1	2	0.2742502000182867	0.4584361317270379	2	1
1	11	2	0.1	0.6	2	0.4021895506885438	1	1	0.3970506000332534	0.4649015358569372	1	0
1	12	2	0.1	0.6	2	0.4191317515881434	1	2	0.5267348997294903	0.5998588423995301	2	1
1	13	2	0.1	0.6	2	0.5416239470772146	1	1	0.3514032000675797	0.5547254447191984	2	0
1	14	2	0.1	0.6	2	0.5856010041748834	1	1	0.3442802997305989	0.5139558659114721	2	0
1	15	2	0.1	0.6	2	0.5618896222618246	1	1	0.2795241000130773	0.5176101278665676	2	0
1	16	2	0.1	0.6	2	0.5064959795284162	1	2	0.2545878998935223	0.4911172661594969	2	1
1	17	2	0.1	0.6	2	0.5671680670811179	1	2	0.4122779997996986	0.584424826091267	1	1
1	18	2	0.1	0.6	2	0.5238236831755801	1	1	0.3797822999767959	0.5702426706302288	2	0
1	19	2	0.1	0.6	2	0.5148439448607223	1	2	0.3469222998246551	0.5105278895556631	1	1
1	20	2	0.1	0.6	2	0.409751853023458	1	1	0.3559112004004419	0.5233517234086902	2	0
2	1	2	0.6	0.1	1	0.5865182308633947	1	2	0.4880591998808086	0.4081814813680952	2	0
2	2	2	0.6	0.1	1	0.5784943226277806	1	2	0.2625335003249347	0.4701069652918208	2	0
2	3	2	0.6	0.1	1	0.4171247527906201	1	1	0.2609614003449678	0.5445346197987643	2	1
2	4	2	0.6	0.1	1	0.4649599015410184	1	1	0.2467466997914016	0.599268535698123	2	1
2	5	2	0.6	0.1	1	0.5256359182388215	1	1	0.2545710997655988	0.513972456627143	1	1
2	6	2	0.6	0.1	1	0.5987896034819985	1	2	0.2508424003608525	0.4002847473318675	2	0
2	7	2	0.6	0.1	1	0.4638475941220789	1	2	0.2270304001867771	0.4037392469544088	2	0
2	8	2	0.6	0.1	1	0.5537897656328363	1	1	0.1836966997943819	0.5354885394463362	1	1
2	9	2	0.6	0.1	1	0.5702295136689713	1	1	0.3494755001738667	0.5611704707939003	2	1
2	10	2	0.6	0.1	1	0.4535689312206387	1	2	0.2488588998094201	0.406672176155243	2	0
2	11	2	0.6	0.1	1	0.5301845617831513	1	2	0.1939120003953576	0.4481875336507069	2	0
2	12	2	0.6	0.1	1	0.4653793296569619	1	2	0.2683564000762999	0.5706410358875763	2	0
2	13	2	0.6	0.1	1	0.4611436058918225	1	1	0.202118500135839	0.4504598035711581	1	1
2	14	2	0.6	0.1	1	0.4154839385880663	1	1	0.34375	0.4311486918338728	2	1
2	15	2	0.6	0.1	1	0.4921336738878366	1	2	0.2244051001034677	0.5976185583961561	1	0
2	16	2	0.6	0.1	1	0.5762715497269129	1	2	0.3274061004631221	0.4634427072798767	2	0
2	17	2	0.6	0.1	1	0.5680164851154184	1	2	0.3174175997264683	0.4801979879461332	1	0
2	18	2	0.6	0.1	1	0.5356053404886079	1	1	0.2495277998968959	0.5365215148613528	2	1
2	19	2	0.6	0.1	1	0.4502093898788295	1	2	0.2056291000917554	0.5730596477126101	2	0
2	20	2	0.6	0.1	1	0.5150794370475449	1	1	0.2266023000702262	0.4186262246055574	1	1
3	1	1	0.5	0.5	1	0.5192272515281089	1	1	0.5802923999726772	0.5424083712682758	2	1
3	2	1	0.5	0.5	1	0.4999139629502125	1	1	0.2850410002283752	0.4030308477959665	1	1
3	3	1	0.5	0.5	1	0.5160370574631278	1	2	0.2360213999636471	0.4677934106827226	2	0
3	4	1	0.5	0.5	1	0.4453031304900571	1	1	0.2016286998987198	0.4666499186811866	1	1
3	5	1	0.5	0.5	1	0.5340242680843177	1	1	0.3326786998659372	0.4235733149410816	2	1
3	6	1	0.5	0.5	1	0.5663727712471001	1	1	0.2539174002595246	0.5093129870628038	2	1
3	7	1	0.5	0.5	1	0.4574696518762234	1	2	0.5101771997287869	0.5222318319633271	1	0
3	8	1	0.5	0.5	1	0.5867510659401625	1	2	0.3102206997573376	0.4707946900394413	2	0
3	9	1	0.5	0.5	1	0.4916311221727596	1	1	0.3456950997933745	0.4927056217442076	2	1
3	10	1	0.5	0.5	1	0.5854761160524259	1	1	0.3610688000917435	0.4725463952339181	1	1
3	11	1	0.5	0.5	1	0.5612975722952656	1	2	0.2560934997163713	0.4696023203609326	2	0
3	12	1	0.5	0.5	1	0.5157809808624696	1	2	0.2921559000387788	0.5997991475300283	2	0
3	13	1	0.5	0.5	1	0.5845386903153725	1	2	0.2399013000540435	0.4657401274871598	2	0
3	14	1	0.5	0.5	1	0.5473424638132538	1	1	0.1700073000974953	0.5504503547495856	2	1
3	15	1	0.5	0.5	1	0.4160310025954481	1	1	0.223995600361377	0.4855396182220911	1	1
3	16	1	0.5	0.5	1	0.5405995055635391	1	1	0.3161404998973012	0.5050670492686118	2	1
3	17	1	0.5	0.5	1	0.485223301041166	1	1	0.1953041995875537	0.4973984677459777	1	1
3	18	1	0.5	0.5	1	0.4677708489119577	1	2	0.229959299787879	0.5573322789435434	2	0
3	19	1	0.5	0.5	1	0.4632722132439611	1	1	0.2373440000228584	0.4533163552024543	2	1
3	20	1	0.5	0.5	1	0.4952807305213284	1	1	0.2316145999357104	0.4359041577398555	2	1
4	1	1	0.5	0.5	1	0.4788003445989789	1	1	0.4326228997670114	0.5015708583342604	2	1
4	2	1	0.5	0.5	1	0.580995843684015	1	2	0.2396483002230525	0.4710484641730273	2	0
4	3	1	0.5	0.5	1	0.5823489639877386	1	2	0.4236461999826133	0.4882671157112753	2	0
4	4	1	0.5	0.5	1	0.59118810709736	1	1	0.2910829996690154	0.4118979839178973	2	1
4	5	1	0.5	0.5	1	0.5526302616687291	1	1	0.2961736000142992	0.4438799310321975	1	1
4	6	1	0.5	0.5	1	0.4975580283630687	1	2	0.4205483999103308	0.4695502265944509	2	0
4	7	1	0.5	0.5	1	0.5823449525094009	1	2	0.2510265000164509	0.4657278393181236	2	0
4	8	1	0.5	0.5	1	0.551386314421826	1	1	0.2197138997726142	0.517389008811029	2	1
4	9	1	0.5	0.5	1	0.4884813950937181	1	1	0.8637329000048339	0.5329464165690798	1	1
4	10	1	0.5	0.5	1	0.4740342299538472	1	1	0.312622900120914	0.4249879690243622	2	1
4	11	1	0.5	0.5	1	0.5191680146887039	1	1	0.2881853003054857	0.4893609067779454	2	1
4	12	1	0.5	0.5	1	0.5238958173396601	1	2	0.261412899941206	0.4051592448507237	2	0
4	13	1	0.5	0.5	1	0.5668051344411302	1	2	0.3618757999502122	0.4996170700030911	2	0
4	14	1	0.5	0.5	1	0.5155101640817255	1	1	0.3507770001888275	0.4453531147928097	1	1
4	15	1	0.5	0.5	1	0.4713371329494483	1	1	0.3241964001208544	0.564863098222496	1	1
4	16	1	0.5	0.5	1	0.5674335789234524	1	1	0.311920799780637	0.5492476214212892	1	1
4	17	1	0.5	0.5	1	0.5442884668919392	1	1	0.2772693997249007	0.5180383987656713	1	1
4	18	1	0.5	0.5	1	0.4751681344630263	1	1	0.2922594998963177	0.4480398378423432	2	1
4	19	1	0.5	0.5	1	0.4515095771658715	1	1	0.2431300999596715	0.4714990407145558	2	1
4	20	1	0.5	0.5	1	0.5941369373710009	1	2	0.5026950999163091	0.558839796238999	2	0
5	1	2	0.1	0.6	2	0.446567956368217	1	2	0.7022274998016655	0.4293629769239796	1	1
5	2	2	0.1	0.6	2	0.4564293954554386	1	1	0.2739987997338176	0.4873512171251935	2	0
5	3	2	0.1	0.6	2	0.5570518418493654	1	1	0.2068076999858022	0.5921933493157173	2	0
5	4	2	0.1	0.6	2	0.5888802818496455	1	2	0.27514380030334	0.5737070125320736	2	1
5	5	2	0.1	0.6	2	0.5604798219037982	1	2	0.3502485998906195	0.5242171896247942	1	1
