blockNum	trialNum	condition	pWin1	pWin2	optimalResponse	preStimulusDelay	responded	response	rt	preFeedbackDelay	outcome	optimal
1	1	2	0.1	0.6	2	0.5282069100964377	1	1	1.507329799933359	0.4024758123627266	2	0
1	2	2	0.1	0.6	2	0.5469568802724526	1	2	1.650392899988219	0.4091657983704484	2	1
1	3	2	0.1	0.6	2	0.5768069596859374	1	1	1.361233599949628	0.4134985872403523	2	0
1	4	2	0.1	0.6	2	0.5970621266733634	1	2	1.902318499982357	0.4846173902006733	2	1
1	5	2	0.1	0.6	2	0.5505274446902236	1	2	1.634217499988154	0.5979719978345228	1	1
1	6	2	0.1	0.6	2	0.5840393883266657	1	2	1.539189399918541	0.5854783210622927	2	1
1	7	2	0.1	0.6	2	0.4156445489363643	1	1	1.506678200094029	0.5921434188711587	2	0
1	8	2	0.1	0.6	2	0.502367580348454	1	2	1.639367600204423	0.4676176220679386	2	1
1	9	2	0.1	0.6	2	0.5358692530281345	0	n/a	n/a	n/a	n/a	n/a
1	10	2	0.1	0.6	2	0.5646457437383019	1	1	1.826893900055438	0.5136301003501492	2	0
1	11	2	0.1	0.6	2	0.4437050173323234	1	2	0.7939734000246972	0.4901446296206165	1	1
1	12	2	0.1	0.6	2	0.5383754850285474	1	2	0.6251256000250578	0.4578752822102409	1	1
1	13	2	0.1	0.6	2	0.4556281845224613	1	2	0.5403982999268919	0.4836987333053726	2	1
1	14	2	0.1	0.6	2	0.4076909209522881	1	2	0.6464709001593292	0.5536257186713869	1	1
1	15	2	0.1	0.6	2	0.4799464107030575	1	1	0.6075420998968184	0.4945802538182725	2	0
1	16	2	0.1	0.6	2	0.5445723391269071	1	2	0.5277120000682771	0.5303423653170098	1	1
1	17	2	0.1	0.6	2	0.4312200231043485	1	2	0.4481478999368846	0.4833274327379166	1	1
1	18	2	0.1	0.6	2	0.523957226488027	1	2	0.4786027001682669	0.5292829659786167	1	1
1	19	2	0.1	0.6	2	0.4811153768913984	1	2	0.2908475000876933	0.4575324350899393	2	1
1	20	2	0.1	0.6	2	0.53668702658065	1	2	0.294347699964419	0.5345634546404786	1	1
2	1	2	0.1	0.6	2	0.5323664997941313	1	1	0.7091944999992847	0.5661645714053342	2	0
2	2	2	0.1	0.6	2	0.5117065420797635	1	2	0.4740623999387026	0.5801443478094479	2	1
2	3	2	0.1	0.6	2	0.5906974189753788	1	1	0.3170838998630643	0.4921838834871832	2	0
2	4	2	0.1	0.6	2	0.5468151201617749	1	1	0.3126540998928249	0.5774120637593144	2	0
2	5	2	0.1	0.6	2	0.4132186727378822	1	1	0.2436423997860402	0.4546617212309885	2	0
2	6	2	0.1	0.6	2	0.5809556772158634	1	2	0.2920306997839361	0.5309805231552883	1	1
2	7	2	0.1	0.6	2	0.5175688558337741	1	2	0.3060262999497354	0.4547464651158594	2	1
2	8	2	0.1	0.6	2	0.4865646672363547	1	2	0.2882169999647886	0.5508106969306116	1	1
2	9	2	0.1	0.6	2	0.4165854502267513	1	2	0.2919608999509364	0.4957725786250862	2	1
2	10	2	0.1	0.6	2	0.4438333473631066	1	1	0.6151964999735355	0.4550112055994565	2	0
2	11	2	0.1	0.6	2	0.5115338886622427	1	2	0.3015933001879603	0.4010190725778973	2	1
2	12	2	0.1	0.6	2	0.5347922954329342	1	2	0.2525545000098646	0.4398215049202169	2	1
2	13	2	0.1	0.6	2	0.5110138872038948	1	2	0.3046965000685304	0.4133982489387516	2	1
2	14	2	0.1	0.6	2	0.4356468551510799	1	2	0.2699563999194652	0.5838760139457074	2	1
2	15	2	0.1	0.6	2	0.5427684708408307	1	1	0.3451811999548227	0.4002296555980389	2	0
2	16	2	0.1	0.6	2	0.5103360876048412	1	1	0.3323480999097228	0.5034074743946652	2	0
2	17	2	0.1	0.6	2	0.4254382197620856	1	1	0.3239579999353737	0.5020962734179674	2	0
2	18	2	0.1	0.6	2	0.5430852605131281	1	1	0.292424299987033	0.491529058367717	2	0
2	19	2	0.1	0.6	2	0.4538926970188487	1	2	0.2633356999140233	0.5537659894417593	1	1
2	20	2	0.1	0.6	2	0.4835087209906491	1	2	0.3107639001682401	0.5848017318590359	2	1
3	1	1	0.5	0.5	1	0.5082080944221621	1	2	0.6464378000237048	0.4373906792413947	1	0
3	2	1	0.5	0.5	1	0.5246491019597807	1	2	0.2781637001316994	0.5002225132623221	2	0
3	3	1	0.5	0.5	1	0.4559173609541404	1	2	0.328916999977082	0.4364580045965142	2	0
3	4	1	0.5	0.5	1	0.4372631276435039	1	1	0.3670868000481278	0.5998556337219483	2	1
3	5	1	0.5	0.5	1	0.5000478201004194	1	1	0.2116976000834256	0.4074278172198582	1	1
3	6	1	0.5	0.5	1	0.4283074007795098	1	1	0.2872836000751704	0.4486379758327003	1	1
3	7	1	0.5	0.5	1	0.5467349019625326	1	1	0.1725951000116765	0.4190840403729832	2	1
3	8	1	0.5	0.5	1	0.4700849416168115	1	1	0.245654399972409	0.5782750652530597	2	1
3	9	1	0.5	0.5	1	0.5833908151852847	1	1	0.3634513998404145	0.595725118357016	2	1
3	10	1	0.5	0.5	1	0.4148467534028498	1	2	0.1628912000451237	0.419394976875176	2	0
3	11	1	0.5	0.5	1	0.5911012454306152	1	2	0.2980935999657959	0.5839448690579664	1	0
3	12	1	0.5	0.5	1	0.5741937012231494	1	1	0.3312319000251591	0.4784246997988714	2	1
3	13	1	0.5	0.5	1	0.5424440062961051	1	2	0.1174504000227898	0.5795795498964442	2	0
3	14	1	0.5	0.5	1	0.450636261716731	1	2	0.2244908001739532	0.5972776120185171	1	0
3	15	1	0.5	0.5	1	0.58113271988866	1	2	0.06969240005128086	0.4903741230975279	2	0
3	16	1	0.5	0.5	1	0.4918669076725997	1	1	0.2695925999432802	0.4796606865266184	1	1
3	17	1	0.5	0.5	1	0.4439199298837315	1	2	0.3625354999676347	0.4538394798343326	2	0
3	18	1	0.5	0.5	1	0.4849469503116096	1	1	0.2811606000177562	0.4019389724864771	1	1
3	19	1	0.5	0.5	1	0.5262117653383429	1	2	0.2862132000736892	0.5304380040983703	2	0
3	20	1	0.5	0.5	1	0.4951986514765768	1	1	0.3385391999036074	0.5591037267427076	1	1
4	1	1	0.5	0.5	1	0.5576513171475532	1	2	0.609643500065431	0.5444635799484262	2	0
4	2	1	0.5	0.5	1	0.5147131457211391	1	2	0.4542594999074936	0.54101840998037	2	0
4	3	1	0.5	0.5	1	0.5937989622823585	1	2	0.3061081001069397	0.5712798182044305	2	0
4	4	1	0.5	0.5	1	0.4877932492269886	1	1	0.3814017998520285	0.5788232996652762	2	1
